源文本	hel模型	liam模型
7. The Security Council, in its resolution 1977 (2011), encouraged States to provide on voluntary basis additional information on their implementation of resolution 1540 (2004), including on their effective national practices in implementing resolution 1540 (2004).	7. 安全理事会第1977(2011)号决议鼓励各国自愿提供更多资料,说明本国执行第1540(2004)号决议的情况,包括各国执行第1540(2004)号决议的有效做法。	7. 安全理事会第1977(2011)号决议鼓励各国自愿提供更多资料,说明本国执行第1540(2004)号决议的情况,包括各国执行第1540(2004)号决议的有效做法。
Waste stream fact sheets finalised following third meeting of expert working group and submitted to COP 12 for its consideration	专家工作组第三次会议后最后确定并提交第十二届缔约方会议审议	专家工作组第三次会议后最后确定并提交第十二届缔约方会议审议的废物流概况介绍
Compilation of training and information material on Environmentally Sound Management	关于无害环境管理的培训和信息资料汇编	无害环境管理培训和信息材料汇编
28. The applicant provided details about the training programmes, in accordance with regulation 27 and with section 8 of annex IV to the Regulations.	28. 申请者根据《规章》第27条和附件四第8节提供了培训方案的详细情况。	28. 申请者根据《规章》第27条和附件四第8节,提供了关于培训方案的详细情况。
Japan (2017), Netherlands* (2015), Norway (2016), Spain (2016), Sweden*,a (2015), United Kingdom of Great Britain and Northern Ireland (2017)	日本(2017)、荷兰*(2015)、挪威(2016)、西班牙(2016)、瑞典*a(2015)、大不列颠及北爱尔兰联合王国(2017)	日本(2017)、荷兰*(2015)、挪威(2016)、西班牙(2016)、瑞典*a(2015)、大不列颠及北爱尔兰联合王国(2017)
India* (2015), Iraq* (2015), Pakistan (2016), Republic of Korea (2017)	印度*(2015)、伊拉克*(2015)、巴基斯坦(2016)、大韩民国(2017)	印度*(2015)、伊拉克*(2015)、巴基斯坦(2016)、大韩民国(2017)
58. The project is part of the federal Government's larger Somalia stabilization programme.	58. 该项目是联邦政府更大的索马里稳定方案的一部分。	58. 该项目是联邦政府更大的索马里稳定方案的一部分。
45. Following the declaration of eligibility by the Secretary-General in April, the Fund approved a $7 million package of Immediate Response Facility projects for the north.	45. 在秘书长于4月宣布资格后,基金核准了700万美元的北方立即反应机制一揽子项目。	45. 4月秘书长宣布合格后,基金核准了700万美元的北方立即反应机制一揽子项目。
As for the repeated false allegations regarding the Ercan airport in the North, it should once again be underlined that the technologically up-to-date Ercan area control centre (ACC) and airport in North Cyprus have been providing regular, reliable and safe air traffic services since the Greek Cypriot refusal in 1977 to provide air traffic services in the northern part of the island, in line with its isolation policy that has been imposed on the Turkish Cypriot people.	关于对北部埃坎机场一再提出的不实指控,应再次强调,自1977年希族塞人拒绝在塞岛北部提供空中交通服务以来,北塞浦路斯技术先进的埃坎地区控制中心和机场一直提供定期、可靠和安全的空中交通服务,这符合其强加给土族塞人的孤立政策。	关于对北部埃坎机场一再提出的不实指控,应当再次强调,自1977年希族塞人拒绝在塞岛北部提供空中交通服务以来,技术先进的埃坎地区控制中心和北塞浦路斯机场一直提供定期、可靠和安全的空中交通服务,这符合希族塞人强加给土族塞人的孤立政策。
As for the false assertion regarding the "illegally issued two notices to airmen", it must be underlined that activities within the Ercan advisory airspace, including issuance of notices to airmen, are carried out by the relevant authorities of the State in accordance with article 3 of the Chicago Convention on International Civil Aviation.	至于关于“非法向飞行员发出两份通知”的虚假断言,必须强调指出,埃坎咨询领空内的活动,包括向飞行员发出通知,由国家有关当局根据《芝加哥国际民用航空公约》第3条进行。	关于“非法向飞行员发出两份通知”的虚假主张,必须强调指出,埃坎咨询空域内的活动,包括向飞行员发出通知,由国家有关当局根据《芝加哥国际民用航空公约》第3条进行。
Emphasizing the importance of the twentieth anniversary of the adoption of the World Programme of Action for Youth, being marked in 2015, and the need for a meaningful assessment of the progress made towards its implementation,	强调2015年纪念《世界青年行动纲领》通过二十周年的重要性,以及需要对其执行进展情况进行有意义的评估,	强调2015年纪念《世界青年行动纲领》通过二十周年的重要性,以及需要对其执行进展情况进行有意义的评估,
Reiterating that all 15 priority areas of the World Programme of Action for Youth are interrelated and mutually reinforcing,	重申《世界青年行动纲领》的所有15个优先领域都是相互关联、相辅相成的,	重申《世界青年行动纲领》的所有15个优先领域都是相互关联、相辅相成的,
That would make sufficient office space available to enable the Secretariat to vacate a number of leased buildings when their leases expired.	这将使秘书处有足够的办公空间,能够在租约到期时腾空一些租用的建筑物。	这将使秘书处有足够的办公空间,能够在租约期满时搬出一些租用的建筑物。
